paraphrase,id1,id2,sentence1,sentence2,text,is_paraphrase
1,555553,555528,"Broomhead was assigned to 2nd Squadron, 3rd Armor Cavalry Regiment, based at Fort Carson.","Broomhead, 34, was assigned to the 2nd Squadron, 3rd Armored Cavalry Regiment.","Broomhead was assigned to 2nd Squadron, 3rd Armor Cavalry Regiment, based at Fort Carson. Broomhead, 34, was assigned to the 2nd Squadron, 3rd Armored Cavalry Regiment.",true
0,2796658,2796682,"About two hours later, his body, wrapped in a blanket, was found dumped a few blocks away.","Then his body was dumped a few blocks away, found in a driveway on Argyle Road.","About two hours later, his body, wrapped in a blanket, was found dumped a few blocks away. Then his body was dumped a few blocks away, found in a driveway on Argyle Road.",false
1,1027516,1027116,"I believe it is my duty to not only represent Australia but the people of the world as one as a stance against terrorism, he replied.",I believe it is my duty to not only represent Australia but the people of the world as one to take a stance against terrorism. ,"I believe it is my duty to not only represent Australia but the people of the world as one as a stance against terrorism, he replied. I believe it is my duty to not only represent Australia but the people of the world as one to take a stance against terrorism. ",true
1,2610846,2610727,"Another brother, Ali Imron, was sentenced to life in prison after cooperating with investigators and showing remorse.","Another brother, Ali Imron, received a life sentence after he cooperated with the authorities and expressed remorse.","Another brother, Ali Imron, was sentenced to life in prison after cooperating with investigators and showing remorse. Another brother, Ali Imron, received a life sentence after he cooperated with the authorities and expressed remorse.",true
1,299689,299752,Sendmail said the system can even be set up to permit business-only usage.,"The product can be instructed to permit business-only use, according to Sendmail.","Sendmail said the system can even be set up to permit business-only usage. The product can be instructed to permit business-only use, according to Sendmail.",true
1,123259,123215,"Medical investigators matched the body's teeth to Aronov's dental records this morning, medical examiner's spokeswoman Ellen Borakove said.","Investigators matched the dead womans teeth to Aronovs dental records Wednesday morning, medical examiners spokeswoman Ellen Borakove said.","Medical investigators matched the body's teeth to Aronov's dental records this morning, medical examiner's spokeswoman Ellen Borakove said. Investigators matched the dead womans teeth to Aronovs dental records Wednesday morning, medical examiners spokeswoman Ellen Borakove said.",true
1,1466168,1466246,"During the flight, engineers misjudged the extent of the damage, and even during that period they lamented that the liftoff photography was poor.","During the flight, engineers underestimated the extent of the damage, and even then lamented that the liftoff photography was so poor.","During the flight, engineers misjudged the extent of the damage, and even during that period they lamented that the liftoff photography was poor. During the flight, engineers underestimated the extent of the damage, and even then lamented that the liftoff photography was so poor.",true
1,402118,402005,"Others rushed up the aisle to vocally protest the remarks, and one student tossed his cap and gown to the stage before leaving.","A few tried to rush the podium, and at least one graduate tossed his cap and gown to the stage before leaving.","Others rushed up the aisle to vocally protest the remarks, and one student tossed his cap and gown to the stage before leaving. A few tried to rush the podium, and at least one graduate tossed his cap and gown to the stage before leaving.",true
1,2694852,2694831,Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County state attorney's office.,"Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.","Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County state attorney's office. Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.",true
0,2414161,2413910,"Sentenced to 20 years to life, she was granted parole last month despite the opposition of relatives, friends and colleagues of the slain men.","Boudin, 60, a former Weather Underground member, was granted parole last month despite heavy opposition by relatives, friends, and colleagues of the slain men.","Sentenced to 20 years to life, she was granted parole last month despite the opposition of relatives, friends and colleagues of the slain men. Boudin, 60, a former Weather Underground member, was granted parole last month despite heavy opposition by relatives, friends, and colleagues of the slain men.",false
1,1343292,1343185,"Nonetheless, the economy ""has yet to exhibit sustainable growth.""",But the economy hasn't shown signs of sustainable growth.,"Nonetheless, the economy ""has yet to exhibit sustainable growth."" But the economy hasn't shown signs of sustainable growth.",true
1,1438940,1438953,The Securities and Exchange Commission yesterday said companies trading on the biggest U.S. markets must win shareholder approval before granting stock options and other stock-based compensation plans to corporate executives.,Companies trading on the biggest stock markets must get shareholder approval before granting stock options and other equity compensation under rules cleared yesterday by the Securities and Exchange Commission.,The Securities and Exchange Commission yesterday said companies trading on the biggest U.S. markets must win shareholder approval before granting stock options and other stock-based compensation plans to corporate executives. Companies trading on the biggest stock markets must get shareholder approval before granting stock options and other equity compensation under rules cleared yesterday by the Securities and Exchange Commission.,true
0,716881,716598,"Kansas City drafted outfielder Chris Lubanski, from Kennedy-Kenrick High School in Pennsylvania, with the fifth pick.","The Royals chose Chris Lubanski, a high school outfielder from Pennsylvania who hit .528, with the fifth pick.","Kansas City drafted outfielder Chris Lubanski, from Kennedy-Kenrick High School in Pennsylvania, with the fifth pick. The Royals chose Chris Lubanski, a high school outfielder from Pennsylvania who hit .528, with the fifth pick.",false
0,2365740,2365690,"Senate President Pro Tempore Robert D. Garton, R-Columbus, said he spoke with Kernan not long before the oath of office ceremony.","Senate President Pro Tempore Robert D. Garton, R-Columbus, said he'll miss the governor's civility most.","Senate President Pro Tempore Robert D. Garton, R-Columbus, said he spoke with Kernan not long before the oath of office ceremony. Senate President Pro Tempore Robert D. Garton, R-Columbus, said he'll miss the governor's civility most.",false
1,3181118,3181443,"Detectives told Deasean's father, Stelly Chisolm, a college student, and mother, Kimberly Hill, of the arrest shortly after Perry was apprehended.","Shortly after his arrest, detectives told Deasean's father, Stelly Chisolm, a college student, and mother, Kimberly Hill, a medical assistant, about the development.","Detectives told Deasean's father, Stelly Chisolm, a college student, and mother, Kimberly Hill, of the arrest shortly after Perry was apprehended. Shortly after his arrest, detectives told Deasean's father, Stelly Chisolm, a college student, and mother, Kimberly Hill, a medical assistant, about the development.",true
1,853475,853342,"A year or two later, 259, or 10 per cent, of the youths reported that they had started to smoke, or had taken just a few puffs.","Within two years, 259, or 10 percent, of the youths reported they had started to smoke or had at least taken a few puffs.","A year or two later, 259, or 10 per cent, of the youths reported that they had started to smoke, or had taken just a few puffs. Within two years, 259, or 10 percent, of the youths reported they had started to smoke or had at least taken a few puffs.",true
1,2173504,2173632,"In a statement, the company said both bids would allow Vivendi to ""maintain a substantial minority interest in a U.S. media corporation with excellent growth potential.""","It also added that both proposals would allow Vivendi Uni to maintain ""a substantial minority interest in a U.S. media corporation with excellent growth potential.""","In a statement, the company said both bids would allow Vivendi to ""maintain a substantial minority interest in a U.S. media corporation with excellent growth potential."" It also added that both proposals would allow Vivendi Uni to maintain ""a substantial minority interest in a U.S. media corporation with excellent growth potential.""",true
1,1474104,1474149,"One of the company's employees was hospitalized in critical condition at Lee Memorial Hospital in Fort Myers, said hospital administrative assistant Alex Reichert.",One of the employees who survived the blast and fire was hospitalized in critical condition in Fort Myers.,"One of the company's employees was hospitalized in critical condition at Lee Memorial Hospital in Fort Myers, said hospital administrative assistant Alex Reichert. One of the employees who survived the blast and fire was hospitalized in critical condition in Fort Myers.",true
1,408188,407700,The results were released at Tuesday's meeting in Seattle of the American Thoracic Society and will be published in Thursday's New England Journal of Medicine.,The study results were released at a meeting in Seattle of the American Thoracic Society and also will be published in tomorrow's issue of The New England Journal of Medicine.,The results were released at Tuesday's meeting in Seattle of the American Thoracic Society and will be published in Thursday's New England Journal of Medicine. The study results were released at a meeting in Seattle of the American Thoracic Society and also will be published in tomorrow's issue of The New England Journal of Medicine.,true
1,598388,598429,"At best, Davydenko's supporters were naively ignorant of tennis etiquette; at worst, they cheated - yet went without penality from umpire Lars Graf.","At best, Davydenko's supporters were naively ignorant to tennis etiquette; at worst, they cheated – yet went unpenalised by umpire Lars Graf.","At best, Davydenko's supporters were naively ignorant of tennis etiquette; at worst, they cheated - yet went without penality from umpire Lars Graf. At best, Davydenko's supporters were naively ignorant to tennis etiquette; at worst, they cheated – yet went unpenalised by umpire Lars Graf.",true
1,1640498,1640420,"The second company, temporarily dubbed ``InternationalCo.'', includes 19 international power and pipeline holdings.","The second company, to be called Prisma Energy International Inc., includes 19 international power and pipeline holdings.","The second company, temporarily dubbed ``InternationalCo.'', includes 19 international power and pipeline holdings. The second company, to be called Prisma Energy International Inc., includes 19 international power and pipeline holdings.",true
0,2384840,2385182,"There are more surprises than you can possibly imagine,"" Gov. Gray Davis told reporters at a campaign stop in Compton.","There are more surprises than you can possibly imagine,"" Davis said after appearing with former U.S. president Bill Clinton at a school dedication.","There are more surprises than you can possibly imagine,"" Gov. Gray Davis told reporters at a campaign stop in Compton. There are more surprises than you can possibly imagine,"" Davis said after appearing with former U.S. president Bill Clinton at a school dedication.",false
0,2894175,2894216,"The equivalent of 75,000 55-gallon barrels of waste thought to contain transuranic waste are stored underground at Hanford.","The equivalent of 75,000 55-gallon barrels of transuranic and low-level radioactive waste, some of it mixed with hazardous chemicals, is buried at Hanford.","The equivalent of 75,000 55-gallon barrels of waste thought to contain transuranic waste are stored underground at Hanford. The equivalent of 75,000 55-gallon barrels of transuranic and low-level radioactive waste, some of it mixed with hazardous chemicals, is buried at Hanford.",false
1,3416800,3416661,Gov. Don Carcieri said the ruling shows that state taxation laws apply on the tribe's sales activities.,Gov. Don Carcieri said the ruling shows that state taxation laws apply to any tribal activity.,Gov. Don Carcieri said the ruling shows that state taxation laws apply on the tribe's sales activities. Gov. Don Carcieri said the ruling shows that state taxation laws apply to any tribal activity.,true
0,1853205,1854204,"He really left us with a smile on his face and no last words, daughter Linda Hope said.","He really left us with a smile on his face and no last words ... He gave us each a kiss and that was it, she said.","He really left us with a smile on his face and no last words, daughter Linda Hope said. He really left us with a smile on his face and no last words ... He gave us each a kiss and that was it, she said.",false
1,2594771,2594835,The Institute for Supply Management's manufacturing index dipped to 53.7 from 54.7 in August.,The Institute's national manufacturing barometer slipped to 53.7 in September from 54.7 in August.,The Institute for Supply Management's manufacturing index dipped to 53.7 from 54.7 in August. The Institute's national manufacturing barometer slipped to 53.7 in September from 54.7 in August.,true
0,556727,556769,"The man, who entered the post office in Lakeside shortly before 3 p.m., gave up to deputies about 6:30 p.m.",The man had entered the post office on Woodside Avenue at Maine Avenue shortly before 3 p.m.,"The man, who entered the post office in Lakeside shortly before 3 p.m., gave up to deputies about 6:30 p.m. The man had entered the post office on Woodside Avenue at Maine Avenue shortly before 3 p.m.",false
1,1674771,1674720,"There were, said board member and Nobel-prize winning Stanford physicist Douglas Osheroff, ""some extremely bad decisions.","Board member Douglas Osheroff, a Nobel-prize winning Stanford physicist, said: ""There were some extremely bad decisions.","There were, said board member and Nobel-prize winning Stanford physicist Douglas Osheroff, ""some extremely bad decisions. Board member Douglas Osheroff, a Nobel-prize winning Stanford physicist, said: ""There were some extremely bad decisions.",true
1,476611,476710,"Evacuation went smoothly, although passengers weren't told what was going on, Hunt said.","Passengers were evacuated smoothly, although they were not told what was going on, he said.","Evacuation went smoothly, although passengers weren't told what was going on, Hunt said. Passengers were evacuated smoothly, although they were not told what was going on, he said.",true
0,787432,787464,The blasts killed two people and injured more than 150 others.,The Atlanta Olympic Games attack killed one woman and injured more than 100 other people.,The blasts killed two people and injured more than 150 others. The Atlanta Olympic Games attack killed one woman and injured more than 100 other people.,false
1,455285,455123,Dividends are currently taxed at ordinary income tax rates of as much as 38.6 per cent.,"Under current law, dividends are taxed at standard income tax rates up to 38.6 percent.","Dividends are currently taxed at ordinary income tax rates of as much as 38.6 per cent. Under current law, dividends are taxed at standard income tax rates up to 38.6 percent.",true
0,983573,983700,"PFP Legislator Kao Ming-chien (), the fifth Taiwanese expert invited by the WHO to join the conference, will arrive in Malaysia today.","Kao, the fifth Taiwanese expert invited by the WHO to attend the conference, however, was absent from the delegation.","PFP Legislator Kao Ming-chien (), the fifth Taiwanese expert invited by the WHO to join the conference, will arrive in Malaysia today. Kao, the fifth Taiwanese expert invited by the WHO to attend the conference, however, was absent from the delegation.",false
1,2516995,2517032,"Myanmar's pro-democracy leader Aung San Suu Kyi will be kept under house arrest following her release from a hospital where she underwent surgery, her personal physician said Friday.","Burma pro-democracy leader Aung San Suu Kyi will be released from a hospital after recovering from surgery but remain under detention at home, her personal physician said today.","Myanmar's pro-democracy leader Aung San Suu Kyi will be kept under house arrest following her release from a hospital where she underwent surgery, her personal physician said Friday. Burma pro-democracy leader Aung San Suu Kyi will be released from a hospital after recovering from surgery but remain under detention at home, her personal physician said today.",true
1,2945693,2945847,The IRS said taxpayers can avoid undelivered checks by having refunds deposited directly into their checking or savings accounts.,The IRS said taxpayers can avoid problems with lost or stolen refunds by having refunds deposited directly into personal checking or savings accounts.,The IRS said taxpayers can avoid undelivered checks by having refunds deposited directly into their checking or savings accounts. The IRS said taxpayers can avoid problems with lost or stolen refunds by having refunds deposited directly into personal checking or savings accounts.,true
1,1185923,1186190,"That's one reason why I'm running to be president,"" he told a rally in New Hampshire.",That's one reason why I'm running to be president of the United States.,"That's one reason why I'm running to be president,"" he told a rally in New Hampshire. That's one reason why I'm running to be president of the United States.",true
0,1721812,1721993,"Fatalities in rollover crashes accounted for 82 percent of the increase in 2002, NHTSA said.",Alcohol-related fatalities accounted for 41 percent of the total number of deaths.,"Fatalities in rollover crashes accounted for 82 percent of the increase in 2002, NHTSA said. Alcohol-related fatalities accounted for 41 percent of the total number of deaths.",false
1,3434600,3434628,MySQL AB on Tuesday announced that it had ported its open-source database to the HP-UX operating system on the 64-bit Intel Itanium 2 processor.,The company updated the MySQL 4.0 software with the ability to run on the HP-UX 11i Unix operating system and Linux on servers equipped with Intel's 64-bit Itanium 2 processor.,MySQL AB on Tuesday announced that it had ported its open-source database to the HP-UX operating system on the 64-bit Intel Itanium 2 processor. The company updated the MySQL 4.0 software with the ability to run on the HP-UX 11i Unix operating system and Linux on servers equipped with Intel's 64-bit Itanium 2 processor.,true
1,582748,582674,Merrill neither admitted to nor denied wrongdoing in the accord.,Merrill Lynch did not admit to wrongdoing in the accord.,Merrill neither admitted to nor denied wrongdoing in the accord. Merrill Lynch did not admit to wrongdoing in the accord.,true
0,2046226,2046137,"Preliminary reports were that the men were not seen together at the airport, sources said.","The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening, law enforcement sources said.","Preliminary reports were that the men were not seen together at the airport, sources said. The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening, law enforcement sources said.",false
1,1051289,1050975,"The woman was taken to New Charing Cross Hospital by ambulance and her condition is critical.	She was taken to Charing Cross Hospital, where she remained critically ill last night.
1	3111452	3111428	In an unusual move, the U.S. Patent and Trademark Office is reconsidering a patent affecting Internet pages that critics contend could disrupt millions of Web sites.	In an unusual move that critics contend could disrupt millions of Web sites, the U.S. Patent and Trademark Office is reconsidering a patent affecting Internet pages.
1	2950523	2950560	If sufficient evidence exists at the end of what is expected to be a five-day hearing, Peterson will be held for trial on the charges.	If the judge decides that is so at the end of what is expected to be a five-day hearing, Peterson will be held for trial on the charges.
1	2555597	2555783	They returned in 1999 after rebel raids on a neighboring Russian region and a series of deadly apartment-building bombings that were blamed on the rebels.	In 1999, troops returned after rebel raids on a neighbouring Russian region and a series of deadly apartment-house bombings in Russian cities that were blamed on the rebels.
0	1167835	1167651	Kansas Department of Health and Environment records show there were 88 abortions performed on girls age 14 and younger last year.	Statistics from the Kansas Department of Health and Environment show that 11,844 abortions were performed in the state last year.
1	1637180	1637269	Tropical Storm Claudette continued its slow churn toward the Texas coast early Sunday, with forecasters expecting the plodding storm system to make landfall as a hurricane by early Tuesday.	Tropical Storm Claudette headed for the Texas coast Saturday, with forecasters saying the sluggish storm system could reach hurricane strength before landfall early Tuesday.
1	593262	593254	Everything is going to move everywhere,"" Doug Feith, undersecretary of defence for policy, said in an interview.","Everything is going to move everywhere, Douglas J. Feith, undersecretary of defence force policy, is quoted as saying.","The woman was taken to New Charing Cross Hospital by ambulance and her condition is critical.	She was taken to Charing Cross Hospital, where she remained critically ill last night.
1	3111452	3111428	In an unusual move, the U.S. Patent and Trademark Office is reconsidering a patent affecting Internet pages that critics contend could disrupt millions of Web sites.	In an unusual move that critics contend could disrupt millions of Web sites, the U.S. Patent and Trademark Office is reconsidering a patent affecting Internet pages.
1	2950523	2950560	If sufficient evidence exists at the end of what is expected to be a five-day hearing, Peterson will be held for trial on the charges.	If the judge decides that is so at the end of what is expected to be a five-day hearing, Peterson will be held for trial on the charges.
1	2555597	2555783	They returned in 1999 after rebel raids on a neighboring Russian region and a series of deadly apartment-building bombings that were blamed on the rebels.	In 1999, troops returned after rebel raids on a neighbouring Russian region and a series of deadly apartment-house bombings in Russian cities that were blamed on the rebels.
0	1167835	1167651	Kansas Department of Health and Environment records show there were 88 abortions performed on girls age 14 and younger last year.	Statistics from the Kansas Department of Health and Environment show that 11,844 abortions were performed in the state last year.
1	1637180	1637269	Tropical Storm Claudette continued its slow churn toward the Texas coast early Sunday, with forecasters expecting the plodding storm system to make landfall as a hurricane by early Tuesday.	Tropical Storm Claudette headed for the Texas coast Saturday, with forecasters saying the sluggish storm system could reach hurricane strength before landfall early Tuesday.
1	593262	593254	Everything is going to move everywhere,"" Doug Feith, undersecretary of defence for policy, said in an interview. Everything is going to move everywhere, Douglas J. Feith, undersecretary of defence force policy, is quoted as saying.",true
1,788048,788091,Attorneys for the defense and media have filed documents opposing a gag order.,"Attorney Gloria Allred, who is representing Frey, also filed documents opposing a gag order in the case.","Attorneys for the defense and media have filed documents opposing a gag order. Attorney Gloria Allred, who is representing Frey, also filed documents opposing a gag order in the case.",true
1,2829195,2829246,Malvo was brought into the courtroom for about two minutes Monday so a witness could identify him.,Malvo was in the courtroom for about two minutes yesterday to allow a prosecution witness to identify him.,Malvo was brought into the courtroom for about two minutes Monday so a witness could identify him. Malvo was in the courtroom for about two minutes yesterday to allow a prosecution witness to identify him.,true
1,1908277,1908617,Moore of Alabama says he will appeal his case to the nation's highest court.,Moore has said he plans to appeal the matter to the U.S. Supreme Court.,Moore of Alabama says he will appeal his case to the nation's highest court. Moore has said he plans to appeal the matter to the U.S. Supreme Court.,true
0,249699,249623,Vivace was founded in 1999 and has raised over $118 million in three rounds of venture financing.,"During difficult times for technology venture capital, Vivace raised over $118 million in three rounds of venture financing.","Vivace was founded in 1999 and has raised over $118 million in three rounds of venture financing. During difficult times for technology venture capital, Vivace raised over $118 million in three rounds of venture financing.",false
1,3264615,3264641,"Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.","Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time that real anthrax attacks were killing people in 2001.","Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks. Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time that real anthrax attacks were killing people in 2001.",true
0,1423836,1423708,"A European Union spokesman said the Commission was consulting EU member states ""with a view to taking appropriate action if necessary"" on the matter.",Laos's second most important export destination - said it was consulting EU member states ''with a view to taking appropriate action if necessary'' on the matter.,"A European Union spokesman said the Commission was consulting EU member states ""with a view to taking appropriate action if necessary"" on the matter. Laos's second most important export destination - said it was consulting EU member states ''with a view to taking appropriate action if necessary'' on the matter.",false
1,1261116,1261234,Overwhelmingly the Windows brand really resonated with them.,Windows was the part of the experience that really resonated with people.,Overwhelmingly the Windows brand really resonated with them. Windows was the part of the experience that really resonated with people.,true
1,1737201,1737431,Recall advocates say they have turned in 1.6 million signatures to counties.,Recall proponents say they have turned in nearly twice the number of necessary signatures.,Recall advocates say they have turned in 1.6 million signatures to counties. Recall proponents say they have turned in nearly twice the number of necessary signatures.,true
1,1528383,1528083,"Zulifquar Ali, a worshipper slightly wounded by shrapnel, said the assailants first targeted the mosque's security guards.","Witness Zulfiqar Ali, who was slightly wounded by shrapnel, said the attackers had focused on the mosque's guards.","Zulifquar Ali, a worshipper slightly wounded by shrapnel, said the assailants first targeted the mosque's security guards. Witness Zulfiqar Ali, who was slightly wounded by shrapnel, said the attackers had focused on the mosque's guards.",true
1,3332052,3331940,"New York City will get an estimated $182.5 million in tax revenue from the bonuses this year, compared with last year's $125.4 million.","New York City will collect an estimated $182.5 million in tax revenue from the 2003 bonuses, compared with the $125.4 million it collected in 2002.","New York City will get an estimated $182.5 million in tax revenue from the bonuses this year, compared with last year's $125.4 million. New York City will collect an estimated $182.5 million in tax revenue from the 2003 bonuses, compared with the $125.4 million it collected in 2002.",true
1,3395447,3395484,"Under the 1973 Roe vs. Wade ruling, before a fetus could live outside the womb, the abortion decision was left to the woman and her physician.","Under the original Roe v. Wade ruling, the abortion decision was left to the woman and her physician before a fetus could live outside the womb.","Under the 1973 Roe vs. Wade ruling, before a fetus could live outside the womb, the abortion decision was left to the woman and her physician. Under the original Roe v. Wade ruling, the abortion decision was left to the woman and her physician before a fetus could live outside the womb.",true
1,2019241,2019199,The tuxedo shop was used as a front for laundering proceeds from a stolen credit cards.,Ragin and Hayes were accused of using a phony tuxedo rental business as a front for laundering proceeds from stolen credit cards.,The tuxedo shop was used as a front for laundering proceeds from a stolen credit cards. Ragin and Hayes were accused of using a phony tuxedo rental business as a front for laundering proceeds from stolen credit cards.,true
0,2010705,2010779,"The government elements who have been causing trouble are still in place.	The government elements who have been causing trouble are still in place, they are attacking us.",,,false
1,2045019,2045249,"Sen. Charles Schumer, D-N.Y., sent a letter to President Bush Wednesday demanding action on the legislation.","Sen. Charles Schumer (D-N.Y.), a supporter of Boxer's bill, sent a letter to President Bush on Wednesday demanding action on the legislation.","Sen. Charles Schumer, D-N.Y., sent a letter to President Bush Wednesday demanding action on the legislation. Sen. Charles Schumer (D-N.Y.), a supporter of Boxer's bill, sent a letter to President Bush on Wednesday demanding action on the legislation.",true
1,2010110,2010239,The charges were dismissed in Franklin County Municipal Court.,Franklin County Municipal Court Judge Janet Grubb approved dismissal of the charges.,The charges were dismissed in Franklin County Municipal Court. Franklin County Municipal Court Judge Janet Grubb approved dismissal of the charges.,true
1,1528193,1528083,"Zulifquar Ali, a worshiper slightly wounded by shrapnel, said the attackers first targeted the mosque's guards.","Witness Zulfiqar Ali, who was slightly wounded by shrapnel, said the attackers had focused on the mosque's guards.","Zulifquar Ali, a worshiper slightly wounded by shrapnel, said the attackers first targeted the mosque's guards. Witness Zulfiqar Ali, who was slightly wounded by shrapnel, said the attackers had focused on the mosque's guards.",true
1,1311944,1312142,"Mayor Michael R. Bloomberg said yesterday that the men's behavior ""was a disgrace, and totally inappropriate for city employees.""","Mayor Bloomberg said the ""behavior of the people in question was a disgrace and totally inappropriate for city employees.""","Mayor Michael R. Bloomberg said yesterday that the men's behavior ""was a disgrace, and totally inappropriate for city employees."" Mayor Bloomberg said the ""behavior of the people in question was a disgrace and totally inappropriate for city employees.""",true
1,221462,221512,At the time federal investigators were looking into how CFSB allocated shares of initial public stock offerings.,A federal grand jury and the Securities and Exchange Commission were looking into how the company allocated shares of initial public stock offerings.,At the time federal investigators were looking into how CFSB allocated shares of initial public stock offerings. A federal grand jury and the Securities and Exchange Commission were looking into how the company allocated shares of initial public stock offerings.,true
1,748158,748178,P&G officials later concluded that the better approach was to split up the contracts to avoid reliance on just one contractor.,P&G officials decided it would be wiser to split the contracts to avoid reliance on a sole contractor.,P&G officials later concluded that the better approach was to split up the contracts to avoid reliance on just one contractor. P&G officials decided it would be wiser to split the contracts to avoid reliance on a sole contractor.,true
0,2662092,2662046,"This is not a scaled-down version of the Oracle Enterprise Edition or Standard Edition [database].	The Standard Edition One is a single processor version of the Oracle Standard Edition Database.
1	202295	202144	Significantly, it made no mention of the role of terrorist organisation Jemah Islamiyah, accused of being behind the attacks.	The address made no mention of the role of terrorist organisation Jemaah Islamiyah, which was behind the attacks.
0	1894838	1894788	One, from a former CIBC executive, described the returns earned by the bank on its Enron deals as outrageous.""","The report quotes extensively from internal e-mails, including one from a former CIBC executive who described the returns earned by the bank on its Enron deals as ""outrageous.""","This is not a scaled-down version of the Oracle Enterprise Edition or Standard Edition [database].	The Standard Edition One is a single processor version of the Oracle Standard Edition Database.
1	202295	202144	Significantly, it made no mention of the role of terrorist organisation Jemah Islamiyah, accused of being behind the attacks.	The address made no mention of the role of terrorist organisation Jemaah Islamiyah, which was behind the attacks.
0	1894838	1894788	One, from a former CIBC executive, described the returns earned by the bank on its Enron deals as outrageous."" The report quotes extensively from internal e-mails, including one from a former CIBC executive who described the returns earned by the bank on its Enron deals as ""outrageous.""",false
0,2274889,2274833,"She was physically ill several times on the day he died, she said.","In fact, I was physically sick several times at this stage, because he looked so desperate, she said.","She was physically ill several times on the day he died, she said. In fact, I was physically sick several times at this stage, because he looked so desperate, she said.",false
0,1583605,1583419,"With the test, Hubbard said, ""I believe that we have found the smoking gun.","We have found the smoking gun, investigating board member Scott Hubbard said.","With the test, Hubbard said, ""I believe that we have found the smoking gun. We have found the smoking gun, investigating board member Scott Hubbard said.",false
1,1612534,1612553,"The lives of American warfighters can be placed at direct risk through illegal transfer of military components, said Defense Department Inspector General Joseph Schmitz.","The lives of American war-fighters can be placed at direct risk through illegal transfer of military components, Joseph Schmitz, Defence Department inspector general, said.","The lives of American warfighters can be placed at direct risk through illegal transfer of military components, said Defense Department Inspector General Joseph Schmitz. The lives of American war-fighters can be placed at direct risk through illegal transfer of military components, Joseph Schmitz, Defence Department inspector general, said.",true
1,3279619,3279661,"The companies uniformly declined to give specific numbers on customer turnover, saying they will release those figures only when they report overall company performance at year-end.","The companies, however, declined to give specifics on customer turnover, saying they would release figures only when they report their overall company performance.","The companies uniformly declined to give specific numbers on customer turnover, saying they will release those figures only when they report overall company performance at year-end. The companies, however, declined to give specifics on customer turnover, saying they would release figures only when they report their overall company performance.",true
1,2204353,2204418,"Today, we are trying to convey this problem to Russian President Vladimir Putin and US President George W Bush.","Today, we are trying to convey this problem to Russian President Vladimir Putin (news - web sites) and President Bush (news - web sites).","Today, we are trying to convey this problem to Russian President Vladimir Putin and US President George W Bush. Today, we are trying to convey this problem to Russian President Vladimir Putin (news - web sites) and President Bush (news - web sites).",true
1,1128342,1128293,General Motors Corp. posted a record 8.4 percent improvement in 2000.,General Motors Corp. posted the best-ever improvement in 2000 at 8.4 percent.,General Motors Corp. posted a record 8.4 percent improvement in 2000. General Motors Corp. posted the best-ever improvement in 2000 at 8.4 percent.,true
1,401958,402185,"After protesters rushed the stage and twice cut power to the microphone, Hedges drew the speech to an early close.","After protesters rushed the stage and twice cut power to the microphone, Hedges cut his speech short.","After protesters rushed the stage and twice cut power to the microphone, Hedges drew the speech to an early close. After protesters rushed the stage and twice cut power to the microphone, Hedges cut his speech short.",true
0,139339,139370,"In 1999, the building's owners, the Port Authority of New York and New Jersey, issued guidelines to upgrade the fireproofing to a thickness of 1{ inches.",The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1/2 inches.,"In 1999, the building's owners, the Port Authority of New York and New Jersey, issued guidelines to upgrade the fireproofing to a thickness of 1{ inches. The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1/2 inches.",false
1,173875,173602,Finance Minister Masajuro Shiokawa said the yen has strengthened too much but declined to comment on whether Japan had intervened.,Japan's Finance Minister Masajuro Shiokawa said the yen had strengthened too much but declined to comment on whether Japan had intervened in the market to stem the yen's rise.,Finance Minister Masajuro Shiokawa said the yen has strengthened too much but declined to comment on whether Japan had intervened. Japan's Finance Minister Masajuro Shiokawa said the yen had strengthened too much but declined to comment on whether Japan had intervened in the market to stem the yen's rise.,true
0,249655,249749,"Shares in Tellabs were up 16 cents, or 2.2 percent, at $7.34 in morning trading on Nasdaq.","Shares in Tellabs, after initially rising, were unchanged at $7.18 on Nasdaq shortly after midday.","Shares in Tellabs were up 16 cents, or 2.2 percent, at $7.34 in morning trading on Nasdaq. Shares in Tellabs, after initially rising, were unchanged at $7.18 on Nasdaq shortly after midday.",false
0,3022381,3022308,"Without comment, the court declined to hear suspended Alabama Chief Justice Roy Moore's appeals.",The defeat for suspended Alabama Chief Justice Roy Moore was expected.,"Without comment, the court declined to hear suspended Alabama Chief Justice Roy Moore's appeals. The defeat for suspended Alabama Chief Justice Roy Moore was expected.",false
