paraphrase,id1,id2,sentence1,sentence2,text,is_paraphrase
0,949774,949346,Toronto yesterday had 64 probable cases of SARS and nine suspect cases.,"As of Wednesday, there were 65 probable SARS cases in the Toronto region.","Toronto yesterday had 64 probable cases of SARS and nine suspect cases. As of Wednesday, there were 65 probable SARS cases in the Toronto region.",False
1,2486780,2486826,World economic leaders hailed signs of a global revival on Tuesday but agreed it had to be handled with care to prevent any setback.,"DUBAI, SEPTEMBER 23:  The world economic leaders hailed on Tuesday signs of a global revival but agreed it had to be handled with care to prevent any setback.","World economic leaders hailed signs of a global revival on Tuesday but agreed it had to be handled with care to prevent any setback. DUBAI, SEPTEMBER 23:  The world economic leaders hailed on Tuesday signs of a global revival but agreed it had to be handled with care to prevent any setback.",True
0,453575,453448,"The 30-year bond US30YT=RR rose 22/32 for a yield of 4.31 percent, versus 4.35 percent at Wednesday's close.","The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday.","The 30-year bond US30YT=RR rose 22/32 for a yield of 4.31 percent, versus 4.35 percent at Wednesday's close. The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday.",False
1,883875,883827,"The American troops, who also defend the mayor's compound, have been attacked on two separate occasions.","The American troops from 3-15 infantry, who also defend the compound of the Falluja mayor, have been attacked on two occasions.","The American troops, who also defend the mayor's compound, have been attacked on two separate occasions. The American troops from 3-15 infantry, who also defend the compound of the Falluja mayor, have been attacked on two occasions.",True
1,1649586,1649681,"By 10 p.m., Claudette was centered about 320 miles east of Brownsville, with maximum sustained winds of 65 mph, 9 mph shy of hurricane strength.","Early Monday, the center of Claudette was about 300 miles east of Brownsville, with maximum sustained wind blowing at 65 mph, 9 mph shy of hurricane strength.","By 10 p.m., Claudette was centered about 320 miles east of Brownsville, with maximum sustained winds of 65 mph, 9 mph shy of hurricane strength. Early Monday, the center of Claudette was about 300 miles east of Brownsville, with maximum sustained wind blowing at 65 mph, 9 mph shy of hurricane strength.",True
1,1633651,1633682,"Nobody wants to go to war with anybody about anything ... it's always very much a last resort thing and one to be avoided, Mr Howard told Sydney radio.","We don't want to go to war with anybody . . . it's always very much a last resort, and one to be avoided.
1	3285516	3285301	The message is: If an individual is thinking of getting a flu shot, they shouldn't wait.","Nobody wants to go to war with anybody about anything ... it's always very much a last resort thing and one to be avoided, Mr Howard told Sydney radio. We don't want to go to war with anybody . . . it's always very much a last resort, and one to be avoided.
1	3285516	3285301	The message is: If an individual is thinking of getting a flu shot, they shouldn't wait.",True
1,2198929,2198650,The rest said they belonged to another party or had no affiliation.,The rest said they had no affiliation or belonged to another party.,The rest said they belonged to another party or had no affiliation. The rest said they had no affiliation or belonged to another party.,True
1,2338981,2338970,"Adrian Lamo, 22, had told reporters he planned to surrender to the FBI in Sacramento Friday, but he then had second thoughts.","Lamo had told reporters he would surrender to the FBI on the federal courthouse steps in Sacramento on Friday, but he didn't show up.","Adrian Lamo, 22, had told reporters he planned to surrender to the FBI in Sacramento Friday, but he then had second thoughts. Lamo had told reporters he would surrender to the FBI on the federal courthouse steps in Sacramento on Friday, but he didn't show up.",True
1,1729777,1729703,"In the second quarter last year, the company experienced a net loss of $185 million, or 54 cents a share, on sales of $600 million.","The company posted a net loss of $185 million, or 54 cents per share, in the year-earlier period, it said in a statement Wednesday.","In the second quarter last year, the company experienced a net loss of $185 million, or 54 cents a share, on sales of $600 million. The company posted a net loss of $185 million, or 54 cents per share, in the year-earlier period, it said in a statement Wednesday.",True
1,3145286,3145540,Mr Blair admitted in a newspaper article Mr Bush’s critics were “rubbing their hands at the scope for embarrassing him”.,The Prime Minister today admitted that critics are “rubbing their hands at the scope for embarrassing him”.,Mr Blair admitted in a newspaper article Mr Bush’s critics were “rubbing their hands at the scope for embarrassing him”. The Prime Minister today admitted that critics are “rubbing their hands at the scope for embarrassing him”.,True
1,2226471,2226151,"If you're over here thinking this problem has been blown out of proportion by the media, you are wrong.","If you think this problem has been blown out of proportion by the media, you are wrong.","If you're over here thinking this problem has been blown out of proportion by the media, you are wrong. If you think this problem has been blown out of proportion by the media, you are wrong.",True
0,3301397,3301422,"Rock singer Ozzy Osbourne, recovering from a quad bike crash, is conscious and joking in his hospital bed, his daughter Kelly said tonight.","Doctors hope rock singer Ozzy Osbourne, who is recovering from a quad bike crash, will begin breathing unassisted again soon, they said today.","Rock singer Ozzy Osbourne, recovering from a quad bike crash, is conscious and joking in his hospital bed, his daughter Kelly said tonight. Doctors hope rock singer Ozzy Osbourne, who is recovering from a quad bike crash, will begin breathing unassisted again soon, they said today.",False
0,1719820,1719843,"A 25 percent increase would raise undergraduate tuition to about $5,247 annually, including miscellaneous, campus-based fees.","The 25 percent hike takes annual UC undergraduate tuition to $4,794 and graduate fees to $5,019.","A 25 percent increase would raise undergraduate tuition to about $5,247 annually, including miscellaneous, campus-based fees. The 25 percent hike takes annual UC undergraduate tuition to $4,794 and graduate fees to $5,019.",False
1,2309397,2309420,"We are very pleased that the court dismissed the vast majority of the plaintiff's claims, Coke spokeswoman Sonya Soutus said.","We are very pleased that the court dismissed the vast majority of the plaintiff's claims, said Coke spokesman Ben Deutsch.","We are very pleased that the court dismissed the vast majority of the plaintiff's claims, Coke spokeswoman Sonya Soutus said. We are very pleased that the court dismissed the vast majority of the plaintiff's claims, said Coke spokesman Ben Deutsch.",True
1,1722074,1721807,The number of injured dropped to 2.92 million in 2002 from 3.03 million a year earlier.,"At the same time, the number of injuries dropped, from 3.03 million in 2001 to 2.92 million in 2002.","The number of injured dropped to 2.92 million in 2002 from 3.03 million a year earlier. At the same time, the number of injuries dropped, from 3.03 million in 2001 to 2.92 million in 2002.",True
1,1807913,1807986,"All along, we were basing our decisions on the best information that we had at the time,"" she said.","She insisted that throughout the mission, managers ""were basing our decisions on the best information that we had at the time.""","All along, we were basing our decisions on the best information that we had at the time,"" she said. She insisted that throughout the mission, managers ""were basing our decisions on the best information that we had at the time.""",True
1,719618,719464,"As envisioned by Breaux, the government would help pay for the first $3,450 in prescription drug costs.","Breaux outlined a plan Tuesday that would give seniors help with the first $3,450 in prescription drug costs.","As envisioned by Breaux, the government would help pay for the first $3,450 in prescription drug costs. Breaux outlined a plan Tuesday that would give seniors help with the first $3,450 in prescription drug costs.",True
1,2711479,2711576,"The tendency to feel rejection as an acute pain may have developed in humans as a defensive mechanism for the species, said Eisenberger.","Feeling rejection as an acute pain may have developed as a defence mechanism for the species, Eisenberger said.","The tendency to feel rejection as an acute pain may have developed in humans as a defensive mechanism for the species, said Eisenberger. Feeling rejection as an acute pain may have developed as a defence mechanism for the species, Eisenberger said.",True
1,2396937,2396818,"The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future, the Fed said in a statement accompanying the unanimous decision.","The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future, the policy-setting Federal Open Market Committee said.","The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future, the Fed said in a statement accompanying the unanimous decision. The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future, the policy-setting Federal Open Market Committee said.",True
1,2142072,2142145,"His spokesman, Tom Parker, said Moore's attorneys would respond to the complaint Monday.",Parker said Moore's lawyers were reviewing the complaint and would respond Monday.,"His spokesman, Tom Parker, said Moore's attorneys would respond to the complaint Monday. Parker said Moore's lawyers were reviewing the complaint and would respond Monday.",True
0,2690379,2690520,"He was sentenced in June to more than seven years in prison for securities fraud, perjury and other crimes.",He was sentenced to more than seven years in prison after pleading guilty to charges including securities fraud.,"He was sentenced in June to more than seven years in prison for securities fraud, perjury and other crimes. He was sentenced to more than seven years in prison after pleading guilty to charges including securities fraud.",False
1,1098141,1097919,PeopleSoft also said it expects the acquisition to close in the third calendar quarter of 2003.,PeopleSoft said the JD Edwards acquisition would close in the third quarter.,PeopleSoft also said it expects the acquisition to close in the third calendar quarter of 2003. PeopleSoft said the JD Edwards acquisition would close in the third quarter.,True
1,2305924,2305736,"They are tired of paying the high cost of CDs and DVDs and prefer more flexible forms of on-demand media delivery.""","Consumers, tired of paying high prices for CDs and DVDs, are looking for flexible forms of on-demand media delivery.","They are tired of paying the high cost of CDs and DVDs and prefer more flexible forms of on-demand media delivery."" Consumers, tired of paying high prices for CDs and DVDs, are looking for flexible forms of on-demand media delivery.",True
1,425188,425211,"In March 2002, 63 percent of home broadband users connected via cable modem; 34 percent used a DSL service.","In the earlier survey, 63 percent of home broadband users had cable modems, compared with 34 percent who connected with DSL technology.","In March 2002, 63 percent of home broadband users connected via cable modem; 34 percent used a DSL service. In the earlier survey, 63 percent of home broadband users had cable modems, compared with 34 percent who connected with DSL technology.",True
1,2060261,2060226,"The Nasdaq composite index rose 13.70, or 0.8 per cent, to 1700.34.","The technology-laced Nasdaq Composite Index .IXIC gained 13.73 points, or 0.81 percent, to finish at 1,700.34.","The Nasdaq composite index rose 13.70, or 0.8 per cent, to 1700.34. The technology-laced Nasdaq Composite Index .IXIC gained 13.73 points, or 0.81 percent, to finish at 1,700.34.",True
1,2592956,2592914,"The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.","The suite includes a word processor, spreadsheet, presentation application (analogous to PowerPoint), and other components -- all built around the XML file format.","The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format. The suite includes a word processor, spreadsheet, presentation application (analogous to PowerPoint), and other components -- all built around the XML file format.",True
1,1330381,1330521,"They had published an advertisement on the Internet on June 10, offering the cargo for sale, he added.","On June 10, the ship's owners had published an advertisement on the Internet, offering the explosives for sale.","They had published an advertisement on the Internet on June 10, offering the cargo for sale, he added. On June 10, the ship's owners had published an advertisement on the Internet, offering the explosives for sale.",True
1,421009,421091,"State media said there were at least 770 dead and over 5,600 injured.","The latest toll given by officials to state media was 643 dead and over 4,600 injured.","State media said there were at least 770 dead and over 5,600 injured. The latest toll given by officials to state media was 643 dead and over 4,600 injured.",True
1,2778138,2777737,"From California, Bush flies to Japan on Thursday, followed by visits to the Philippines, Thailand, Singapore, Indonesia and Australia before returning home on Oct. 24.","Besides Japan he will visit the Philippines, Thailand, Singapore, Indonesia and Australia before returning home on Oct. 24.","From California, Bush flies to Japan on Thursday, followed by visits to the Philippines, Thailand, Singapore, Indonesia and Australia before returning home on Oct. 24. Besides Japan he will visit the Philippines, Thailand, Singapore, Indonesia and Australia before returning home on Oct. 24.",True
1,345700,345683,Electronic Data Systems Corp. Thursday said the Securities and Exchange Commission has asked the company for documents related to its large contract with the U.S. Navy.,"In a regulatory filing, EDS said the SEC had asked for information related to its troubled IT outsourcing contract with the US Navy.","Electronic Data Systems Corp. Thursday said the Securities and Exchange Commission has asked the company for documents related to its large contract with the U.S. Navy. In a regulatory filing, EDS said the SEC had asked for information related to its troubled IT outsourcing contract with the US Navy.",True
1,2980386,2980142,"U.S. Capitol Police Chief Terrance Gainer said the incident resulted from ""two staff members bringing in Halloween costumes.""",U.S. Capitol Police Chief Terrance Gainer said ``two staff members bringing in Halloween costumes'' were responsible.,"U.S. Capitol Police Chief Terrance Gainer said the incident resulted from ""two staff members bringing in Halloween costumes."" U.S. Capitol Police Chief Terrance Gainer said ``two staff members bringing in Halloween costumes'' were responsible.",True
1,3142048,3142198,"We have sent a message to the nation that this is a new Louisiana, she told a victory party in New Orleans.",We have sent a new message out to the nation — that this is a new Louisiana.,"We have sent a message to the nation that this is a new Louisiana, she told a victory party in New Orleans. We have sent a new message out to the nation — that this is a new Louisiana.",True
0,1220096,1220233,The judge's decision ended an 18-month process that included a frenzy of last-minute negotiations between bidders and creditors during a standing-room only purchasing hearing in U.S. Bankruptcy Court.,Jones' decision Friday ended an 18-month process that included a frenzy of last-minute negotiations between bidders and creditors.,The judge's decision ended an 18-month process that included a frenzy of last-minute negotiations between bidders and creditors during a standing-room only purchasing hearing in U.S. Bankruptcy Court. Jones' decision Friday ended an 18-month process that included a frenzy of last-minute negotiations between bidders and creditors.,False
1,313947,313222,"As a result, Nelson now faces up to 10 years' jail instead of life.",The verdict means Nelson faces up to 10 years in prison rather than a possible life sentence.,"As a result, Nelson now faces up to 10 years' jail instead of life. The verdict means Nelson faces up to 10 years in prison rather than a possible life sentence.",True
1,1351951,1352045,"Canadian researchers ordered the slaughter of more than 2,000 cows and conducted an extensive investigation but were not able to find evidence of any other infected animals.","Canadian investigators slaughtered more than 2,000 cows but were not able to find evidence of any other infected animals.","Canadian researchers ordered the slaughter of more than 2,000 cows and conducted an extensive investigation but were not able to find evidence of any other infected animals. Canadian investigators slaughtered more than 2,000 cows but were not able to find evidence of any other infected animals.",True
0,2701523,2701549,Workers' taxable income then is reduced by that amount.,"The worker's taxable income is reduced by that amount, saving money at tax time.","Workers' taxable income then is reduced by that amount. The worker's taxable income is reduced by that amount, saving money at tax time.",False
0,1466172,1466251,"The panel said some of NASA's cameras were obsolete and others no longer have a good view, because of civilian buildings built near them.","Others no longer have a good view, it said, because of civilian buildings built near them.","The panel said some of NASA's cameras were obsolete and others no longer have a good view, because of civilian buildings built near them. Others no longer have a good view, it said, because of civilian buildings built near them.",False
1,3079665,3079690,Bolland told the News of the World: “I was astonished at Sir Michael’s question.,"Mr Bolland said: ""I was astonished at Sir Michael's question.","Bolland told the News of the World: “I was astonished at Sir Michael’s question. Mr Bolland said: ""I was astonished at Sir Michael's question.",True
1,3015236,3015328,The film stars James Brolin as Mr. Reagan and Judy Davis as Mrs. Reagan.,Emmy and Golden Globe Award-winners James Brolin and Judy Davis star as Ronald and Nancy Reagan in The Reagans.,The film stars James Brolin as Mr. Reagan and Judy Davis as Mrs. Reagan. Emmy and Golden Globe Award-winners James Brolin and Judy Davis star as Ronald and Nancy Reagan in The Reagans.,True
1,2007827,2007774,"Massachusetts does not have a state death penalty, and only once before - in Michigan - has the federal death penalty been given in a state without capital punishment.","Massachusetts has no state death penalty, and only once before -- in Michigan -- has the federal death penalty been given in a state without capital punishment.","Massachusetts does not have a state death penalty, and only once before - in Michigan - has the federal death penalty been given in a state without capital punishment. Massachusetts has no state death penalty, and only once before -- in Michigan -- has the federal death penalty been given in a state without capital punishment.",True
0,1497875,1497840,The conservancy helped in the purchase of the land from the Estate of Samuel Mills Damon for $22 million.,The park service purchased the land from the estate of Samuel Mills Damon for $22 million.,The conservancy helped in the purchase of the land from the Estate of Samuel Mills Damon for $22 million. The park service purchased the land from the estate of Samuel Mills Damon for $22 million.,False
1,2728899,2728954,Shares of the Smithfield rose more than 8 percent as the company said it expected the transaction to boost earnings immediately.,Smithfield shares rose more than 8 per cent yesterday as the company said it expected the transaction to boost earnings immediately.,Shares of the Smithfield rose more than 8 percent as the company said it expected the transaction to boost earnings immediately. Smithfield shares rose more than 8 per cent yesterday as the company said it expected the transaction to boost earnings immediately.,True
1,2228143,2228563,"Obviously, I've made statements that are ludicrous and crazy and outrageous and all those things, because that's the way I always was.","Obviously, I have made statements that are ludicrous and crazy and outrageous because that's the way I was.","Obviously, I've made statements that are ludicrous and crazy and outrageous and all those things, because that's the way I always was. Obviously, I have made statements that are ludicrous and crazy and outrageous because that's the way I was.",True
1,2009781,2009643,"In 1995, Schwarzenegger expanded the program nationwide to serve 200,000 children in 15 cities, most who come from housing projects or homeless shelters.","In 1995, Schwarzenegger expanded the program nationwide to 15 cities, serving 200,000 children, most of whom come from housing projects or homeless shelters.","In 1995, Schwarzenegger expanded the program nationwide to serve 200,000 children in 15 cities, most who come from housing projects or homeless shelters. In 1995, Schwarzenegger expanded the program nationwide to 15 cities, serving 200,000 children, most of whom come from housing projects or homeless shelters.",True
1,701814,701794,"If the extra equity for the project cannot be found, AustMag directors will have to abandon the project in order to avoid trading while the company is insolvent.","If the extra equity for the project cannot be found, AMC directors will have to abandon it to avoid trading while AMC is insolvent.","If the extra equity for the project cannot be found, AustMag directors will have to abandon the project in order to avoid trading while the company is insolvent. If the extra equity for the project cannot be found, AMC directors will have to abandon it to avoid trading while AMC is insolvent.",True
0,384190,384162,Arts helped coach the youth on an eighth-grade football team at Lombardi Middle School in Green Bay.,The boy was a student at Lombardi Middle School in Green Bay.,Arts helped coach the youth on an eighth-grade football team at Lombardi Middle School in Green Bay. The boy was a student at Lombardi Middle School in Green Bay.,False
1,1924249,1924200,"The biggest threat to order seemed to be looting and crime, including robberies by some of the prisoners freed by Saddam before the war.","The biggest threat to order seemed to be looting and crime, including robberies by some of the tens of thousands of prisoners that Mr. Hussein freed last year.","The biggest threat to order seemed to be looting and crime, including robberies by some of the prisoners freed by Saddam before the war. The biggest threat to order seemed to be looting and crime, including robberies by some of the tens of thousands of prisoners that Mr. Hussein freed last year.",True
1,786554,786522,Mr. Grassley and Mr. Baucus rejected any disparity in drug benefits.,Grassley and Baucus said they had rejected that approach in their plan.,Mr. Grassley and Mr. Baucus rejected any disparity in drug benefits. Grassley and Baucus said they had rejected that approach in their plan.,True
1,1591361,1591597,"Bryant surrendered to authorities on Friday and posted a $25,000 bond.","Bryant presented himself to authorities last Friday and was released after posting $25,000 bail.","Bryant surrendered to authorities on Friday and posted a $25,000 bond. Bryant presented himself to authorities last Friday and was released after posting $25,000 bail.",True
1,593848,593880,We will keep fighting within the law...against this terrorist group and those who support it.,"We will keep fighting, within the law, against the terrorist band.""","We will keep fighting within the law...against this terrorist group and those who support it. We will keep fighting, within the law, against the terrorist band.""",True
1,1730037,1729778,"AMD reported a net loss of $140 million for the quarter ended June 29, on sales of $645 million.","In the first quarter of 2003, AMD reported a net loss of $146 million, or 42 cents per share, on sales of $715 million.","AMD reported a net loss of $140 million for the quarter ended June 29, on sales of $645 million. In the first quarter of 2003, AMD reported a net loss of $146 million, or 42 cents per share, on sales of $715 million.",True
0,1154059,1154148,"Davis, who appointed all of the PUC commissioners, called the proposed settlement ``too expensive for the ratepayers.","The proposed settlement is too expensive for the ratepayers, the governor said in a statement.","Davis, who appointed all of the PUC commissioners, called the proposed settlement ``too expensive for the ratepayers. The proposed settlement is too expensive for the ratepayers, the governor said in a statement.",False
0,998493,998303,Tamil parties blame the Liberation Tigers of Tamil Eelam (LTTE) for these killings.,The government wanted to revive talks with the Liberation Tigers of Tamil Eelam (LTTE) to discuss the interim structure.,Tamil parties blame the Liberation Tigers of Tamil Eelam (LTTE) for these killings. The government wanted to revive talks with the Liberation Tigers of Tamil Eelam (LTTE) to discuss the interim structure.,False
1,2062463,2062539,Nvidia shares lost 58 cents (U.S.) or 3.46 per cent to $16.20 yesterday on the Nasdaq Stock Market.,"Nvidia's stock fell 65 cents, or almost 4 percent, to $16.13 on Nasdaq.","Nvidia shares lost 58 cents (U.S.) or 3.46 per cent to $16.20 yesterday on the Nasdaq Stock Market. Nvidia's stock fell 65 cents, or almost 4 percent, to $16.13 on Nasdaq.",True
1,433021,432984,"There is no transcript the courtroom session in Tarrytown, 12 miles north of New York on the Hudson River.","There was no transcript of Thursday's courtroom session in Tarrytown, which is 12 miles north of New York City on the Hudson River.","There is no transcript the courtroom session in Tarrytown, 12 miles north of New York on the Hudson River. There was no transcript of Thursday's courtroom session in Tarrytown, which is 12 miles north of New York City on the Hudson River.",True
0,2273670,2273060,"The U.S.-backed Governing Council appointed a cabinet of 25 ministers, most of them little-known, saying they represented the will of Iraq.","The U.S.-backed Governing Council named the cabinet of 25 ministers on Monday, most of them little-known.","The U.S.-backed Governing Council appointed a cabinet of 25 ministers, most of them little-known, saying they represented the will of Iraq. The U.S.-backed Governing Council named the cabinet of 25 ministers on Monday, most of them little-known.",False
1,3301459,3301557,Wild rock legend Ozzy Osbourne was in intensive care today as he continued his “steady” recovery from a quad bike accident.,"Wild rock legend Ozzy Osbourne could be kept in intensive care for “several days” following his quad bike accident, his doctor said tonight.","Wild rock legend Ozzy Osbourne was in intensive care today as he continued his “steady” recovery from a quad bike accident. Wild rock legend Ozzy Osbourne could be kept in intensive care for “several days” following his quad bike accident, his doctor said tonight.",True
0,1705190,1705093,"It also named Robert Willumstad chief operating officer, also to take effect by Jan. 1, 2004.","Robert B. Willumstad, 57, Citigroup's president, was named chief operating officer.","It also named Robert Willumstad chief operating officer, also to take effect by Jan. 1, 2004. Robert B. Willumstad, 57, Citigroup's president, was named chief operating officer.",False
0,822527,822661,"The street-racing sequel ""2 Fast 2 Furious"" won the pole position at the box office, taking in an estimated $52.1 million in its opening weekend.","The PG-13 sequel ""2 Fast 2 Furious"" raked in an estimated $52.1 million during its opening weekend, jumping over last weekend's catch, ""Finding Nemo.""","The street-racing sequel ""2 Fast 2 Furious"" won the pole position at the box office, taking in an estimated $52.1 million in its opening weekend. The PG-13 sequel ""2 Fast 2 Furious"" raked in an estimated $52.1 million during its opening weekend, jumping over last weekend's catch, ""Finding Nemo.""",False
1,2745024,2745055,"Last month, it narrowed the range to between $7.6 billion and $7.8 billion.",Last month Intel raised its revenue guidance for the quarter to between $7.6 billion and $7.8 billion.,"Last month, it narrowed the range to between $7.6 billion and $7.8 billion. Last month Intel raised its revenue guidance for the quarter to between $7.6 billion and $7.8 billion.",True
1,3271454,3271282,"But none of them opposed the idea outright, ministers said.","But none of the ministers opposed Mr. Powell's suggestion outright on Thursday, the ministers said.","But none of them opposed the idea outright, ministers said. But none of the ministers opposed Mr. Powell's suggestion outright on Thursday, the ministers said.",True
1,3326623,3326701,"The statistical analysis was published Tuesday in Circulation, a journal of the American Heart Association (news - web sites).",Their findings were published Monday in Circulation: The Journal of the American Heart Association.,"The statistical analysis was published Tuesday in Circulation, a journal of the American Heart Association (news - web sites). Their findings were published Monday in Circulation: The Journal of the American Heart Association.",True
0,2247552,2247415,"Diane Lade of the South Florida Sun-Sentinel, a Tribune Publishing newspaper, contributed to this report.",Staff Writer Diane Lade and The Associated Press contributed to this report.,"Diane Lade of the South Florida Sun-Sentinel, a Tribune Publishing newspaper, contributed to this report. Staff Writer Diane Lade and The Associated Press contributed to this report.",False
0,2180623,2180775,Staff writer Dave Michaels contributed to this report.,Staff writers Frank Trejo and Robert Ingrassia contributed to this report.,Staff writer Dave Michaels contributed to this report. Staff writers Frank Trejo and Robert Ingrassia contributed to this report.,False
1,2451683,2451742,October gasoline prices settled 1.47 cents lower at 78.70 cents a gallon.,October heating oil ended down 0.41 cent to 70.74 cents a gallon.,October gasoline prices settled 1.47 cents lower at 78.70 cents a gallon. October heating oil ended down 0.41 cent to 70.74 cents a gallon.,True
0,1632415,1632603,Qanbar said the council members would possibly elect a chairman later Sunday.,US authorities have said the council would include 20 to 25 members.,Qanbar said the council members would possibly elect a chairman later Sunday. US authorities have said the council would include 20 to 25 members.,False
1,780604,780466,"Toll, Australia's second-largest transport company, last week offered NZ75 a share for Tranz Rail.","Toll last week offered to buy the company for NZ75c a share, or $NZ158 million.","Toll, Australia's second-largest transport company, last week offered NZ75 a share for Tranz Rail. Toll last week offered to buy the company for NZ75c a share, or $NZ158 million.",True
1,1694566,1694515,"The US version will cost $99 for an individual licence, the same as the existing version.","Contribute 2 costs 69 for an individual license, the same as the existing version.","The US version will cost $99 for an individual licence, the same as the existing version. Contribute 2 costs 69 for an individual license, the same as the existing version.",True
1,1692094,1692026,"Analysts have predicted third-quarter earnings of 16 cents a share and revenue of $7.15 billion, on average.","Analysts surveyed by Reuters Research expected earnings of 13 cents a share on revenue of $6.7 billion, on average.","Analysts have predicted third-quarter earnings of 16 cents a share and revenue of $7.15 billion, on average. Analysts surveyed by Reuters Research expected earnings of 13 cents a share on revenue of $6.7 billion, on average.",True
1,903636,903755,Ontario Premier Ernie Eves appointed a judge on Tuesday to hold an independent investigation into how the province has handled SARS.,Ontario Premier Ernie Eves announced yesterday that a former judge would conduct an independent investigation of how the province and city handled SARS.,Ontario Premier Ernie Eves appointed a judge on Tuesday to hold an independent investigation into how the province has handled SARS. Ontario Premier Ernie Eves announced yesterday that a former judge would conduct an independent investigation of how the province and city handled SARS.,True
1,786528,786557,"Two years later, the insurance coverage would begin.","Under the agreement, Medicare coverage for drug benefits would begin in 2006.","Two years later, the insurance coverage would begin. Under the agreement, Medicare coverage for drug benefits would begin in 2006.",True
1,1634651,1634798,"The United Nations' International Atomic Energy Agency asked for information on the allegation after the dossier was published, but Britain did not provide any, U.N. officials said.","The International Atomic Energy Agency asked for information on the uranium assertions after London's dossier was published, but Britain did not provide any, U.N. officials said.","The United Nations' International Atomic Energy Agency asked for information on the allegation after the dossier was published, but Britain did not provide any, U.N. officials said. The International Atomic Energy Agency asked for information on the uranium assertions after London's dossier was published, but Britain did not provide any, U.N. officials said.",True
0,2728425,2728251,"It decided instead to issue them before the stock market opened Monday after the downgrade of its debt late Friday by Moody's, the credit rating agency.",It decided instead to issue them before the stock market opened Monday to counteract the downgrade of its debt late Friday by Moody's to one step above junk status.,"It decided instead to issue them before the stock market opened Monday after the downgrade of its debt late Friday by Moody's, the credit rating agency. It decided instead to issue them before the stock market opened Monday to counteract the downgrade of its debt late Friday by Moody's to one step above junk status.",False
1,2119782,2119685,"The computers were reportedly located in the U.S., Canada and South Korea.","The PCs are scattered across the United States, Canada and South Korea.","The computers were reportedly located in the U.S., Canada and South Korea. The PCs are scattered across the United States, Canada and South Korea.",True
0,872797,872880,Shares in the big mortgage lenders also fell to record lows.,Shares of other mortgage lenders and home construction companies also fell.,Shares in the big mortgage lenders also fell to record lows. Shares of other mortgage lenders and home construction companies also fell.,False
0,3436564,3436580,"If convicted, they face up to five years in prison and a $250,000 fine on each of the 11 counts.","If convicted, each faces up to five years in prison and a fine of $250,000 or more based on the amount of gains involved.","If convicted, they face up to five years in prison and a $250,000 fine on each of the 11 counts. If convicted, each faces up to five years in prison and a fine of $250,000 or more based on the amount of gains involved.",False
1,236192,236483,It takes 100 of the 150 House members to conduct business.,The Texas house requires 100 of its 150 members to present in order to conduct business.,It takes 100 of the 150 House members to conduct business. The Texas house requires 100 of its 150 members to present in order to conduct business.,True
1,1336938,1337021,"I love the Catholic Church with all my heart, mind, soul and strength, said Troy, who spoke quickly but in a steady voice.","I love the Catholic Church with all my heart, mind, soul and strength, he said.","I love the Catholic Church with all my heart, mind, soul and strength, said Troy, who spoke quickly but in a steady voice. I love the Catholic Church with all my heart, mind, soul and strength, he said.",True
1,2923683,2923676,"CIA Director George Tenet said the two men were ""defined by dedication and courage.""","[They] were defined by dedication and courage, said the CIA's director George Tenet.","CIA Director George Tenet said the two men were ""defined by dedication and courage."" [They] were defined by dedication and courage, said the CIA's director George Tenet.",True
0,2085357,2085436,"When a mechanic found 33 pounds of marijuana in a secret compartment, Rodriguez agreed they should notify police, who then arrested him.","After a mechanic found 33 pounds of marijuana in a secret compartment, Rodriguez, who was at the auto shop, agreed they should notify police.","When a mechanic found 33 pounds of marijuana in a secret compartment, Rodriguez agreed they should notify police, who then arrested him. After a mechanic found 33 pounds of marijuana in a secret compartment, Rodriguez, who was at the auto shop, agreed they should notify police.",False
1,2677870,2677957,"It wants to force him to return his allegedly ill-gotten gains, with interest, and pay penalties.",The agency wants him to return the illegal proceeds with interest and pay civil monetary penalties.,"It wants to force him to return his allegedly ill-gotten gains, with interest, and pay penalties. The agency wants him to return the illegal proceeds with interest and pay civil monetary penalties.",True
1,795914,795981,The proposal also may help Bloomfield Hills-based Taubman Centers Inc. fend off a takeover from Indianapoils-based shopping mall operator Simon Property Group Inc.,"The legislation, approved 12-3 by the House Commerce Committee, may allow Bloomfield Hills-based Taubman Centers Inc. to fend off a takeover attempt by Indianapolis-based Simon Property Group Inc.","The proposal also may help Bloomfield Hills-based Taubman Centers Inc. fend off a takeover from Indianapoils-based shopping mall operator Simon Property Group Inc. The legislation, approved 12-3 by the House Commerce Committee, may allow Bloomfield Hills-based Taubman Centers Inc. to fend off a takeover attempt by Indianapolis-based Simon Property Group Inc.",True
